2	0	2.23606797749979
2	1	1.2909944487358056
2	2	0.6454972243679028
3	0	2.6457513110645907
3	1	1.0801234497346435
3	2	0.3415650255319866
3	3	0.13944333775567924
4	0	3.
4	1	0.9486832980505138
4	2	0.22360679774997896
4	3	0.05976143046671968
4	4	0.021128856368212913
5	0	3.3166247903554
5	1	0.8563488385776752
5	2	0.1618347187425374
5	3	0.03303437363217049
5	4	0.007786276535852611
5	5	0.0024622368345219954
6	0	3.605551275463989
6	1	0.7867957924694432
6	2	0.12440333788202983
6	3	0.02073388964700497
6	4	0.003785473021495816
6	5	0.0008070655599277452
6	6	0.00023297975913897983
7	0	3.872983346207417
7	1	0.7319250547113999
7	2	0.09960238411119945
7	3	0.014085904245475275
7	4	0.0021235299643234395
7	5	0.0003539216607205733
7	6	0.00006940974824220647
7	7	0.000018550535516040817
8	0	4.123105625617661
8	1	0.6871842709362768
8	2	0.08213423005076352
8	3	0.010110024837387998
8	4	0.0013051985941649022
8	5	0.0001809984790740411
8	6	0.000027928671659168134
8	7	5.099054489627207e-6
8	8	1.2747636224068018e-6
9	0	4.358898943540674
9	1	0.6497862896539308
9	2	0.06926745121613612
9	3	0.007557698533204875
9	4	0.0008557408480136177
9	5	0.0001022805943721951
9	6	0.000013204367954790258
9	7	1.9058863482942557e-6
9	8	3.2685681217488767e-7
9	9	7.704088945529359e-8
10	0	4.58257569495584
10	1	0.6179143806533247
10	2	0.05945883900105631
10	3	0.005830418852345344
10	4	0.0005889612439501829
10	5	0.00006208196614828809
10	6	6.940974824220647e-6
10	7	8.41716833676903e-7
10	8	1.145431528010838e-7
10	9	1.8581353028189898e-8
10	10	4.154916848495417e-9
11	0	4.795831523312719
11	1	0.5903260526902472
11	2	0.051775019851784516
11	3	0.004612485368542785
11	4	0.00042106038041890223
11	5	0.00003978646619752378
11	6	3.9394471749202676e-6
11	7	4.1525419315545985e-7
11	8	4.7632922732793913e-8
11	9	6.14938388250985e-9
11	10	9.488705332741648e-10
11	11	2.0229987742278203e-10
12	0	5.
12	1	0.5661385170722978
12	2	0.045620741787613245
12	3	0.003724917968897285
12	4	0.00031040983074144036
12	5	0.000026617423393241334
12	6	2.371268544195499e-6
